x,y,z
-6.0,-6.0,0.11777075213862953
-5.916666666666667,-6.0,0.10641495745302126
-5.833333333333333,-6.0,0.13635730175646604
-5.75,-6.0,0.16620245795245558
-5.666666666666667,-6.0,0.1700400514948917
-5.583333333333333,-6.0,0.23285219572781832
-5.5,-6.0,0.23514955839198295
-5.416666666666667,-6.0,0.23415355182787748
-5.333333333333333,-6.0,0.23798920162596884
-5.25,-6.0,0.25418769210323644
-5.166666666666667,-6.0,0.3014391851085319
-5.083333333333333,-6.0,0.358604673695138
-5.0,-6.0,0.37663893080857397
-4.916666666666667,-6.0,0.4378863568506887
-4.833333333333333,-6.0,0.49851796572933654
-4.75,-6.0,0.5704874851983949
-4.666666666666667,-6.0,0.5858800067296625
-4.583333333333334,-6.0,0.5857605425985559
-4.5,-6.0,0.5838364057648628
-4.416666666666666,-6.0,0.5639137441287175
-4.333333333333333,-6.0,0.5236501543721989
-4.25,-6.0,0.4577372086595015
-4.166666666666666,-6.0,0.40100302187702763
-4.083333333333334,-6.0,0.3614194544105185
-4.0,-6.0,0.34062114646554714
-3.916666666666667,-6.0,0.27384000277373344
-3.8333333333333335,-6.0,0.21944076158889164
-3.75,-6.0,0.13917660009311456
-3.6666666666666665,-6.0,0.12447816405651724
-3.583333333333333,-6.0,0.10539812674860984
-3.5,-6.0,0.15235787281729432
-3.4166666666666665,-6.0,0.20450941020921864
-3.3333333333333335,-6.0,0.24571889463819974
-3.25,-6.0,0.3405720198384581
-3.166666666666667,-6.0,0.3767098779574649
-3.0833333333333335,-6.0,0.4406628724152461
-3.0,-6.0,0.4410345623396562
-2.916666666666667,-6.0,0.45174337097468126
-2.833333333333333,-6.0,0.4433819759801707
-2.75,-6.0,0.4516541074764041
-2.6666666666666665,-6.0,0.4072521877249768
-2.5833333333333335,-6.0,0.41215495314747735
-2.5,-6.0,0.4324051779633177
-2.416666666666667,-6.0,0.39906847223741354
-2.333333333333333,-6.0,0.37819628218304413
-2.25,-6.0,0.37699562094383154
-2.166666666666667,-6.0,0.38803949768331103
-2.083333333333333,-6.0,0.38931406329904106
-2.0,-6.0,0.38494691081972715
-1.916666666666666,-6.0,0.4058108965959372
-1.833333333333334,-6.0,0.43377435503587214
-1.75,-6.0,0.4098435496824318
-1.666666666666667,-6.0,0.4176383222928217
-1.583333333333333,-6.0,0.39254917713049536
-1.5,-6.0,0.3987688035028826
-1.416666666666667,-6.0,0.3997865058440241
-1.333333333333333,-6.0,0.3973097471316655
-1.25,-6.0,0.35259581269593326
-1.166666666666666,-6.0,0.35641471252656115
-1.083333333333334,-6.0,0.30635030040640915
-1.0,-6.0,0.31976077227935884
-0.916666666666667,-6.0,0.31286234219271664
-0.833333333333333,-6.0,0.32203310237807176
-0.75,-6.0,0.3057892427752115
-0.666666666666667,-6.0,0.3324793618591842
-0.583333333333333,-6.0,0.2943710635859178
-0.5,-6.0,0.28058150517597374
-0.4166666666666661,-6.0,0.20483045710224715
-0.3333333333333339,-6.0,0.16245961623454125
-0.25,-6.0,0.10059801714642802
-0.16666666666666696,-6.0,0.08124090457161326
-0.08333333333333304,-6.0,0.03546810770259264
0.0,-6.0,0.03387714655119394
0.08333333333333304,-6.0,0.02852719356076495
0.16666666666666607,-6.0,0.03023244528119187
0.25,-6.0,0.05709994197586145
0.3333333333333339,-6.0,0.11743233612668004
0.4166666666666661,-6.0,0.22903198557390664
0.5,-6.0,0.2891697534572886
0.5833333333333339,-6.0,0.3874896886635365
0.666666666666667,-6.0,0.42956307540715416
0.75,-6.0,0.5188525494779803
0.833333333333333,-6.0,0.5423285578919066
0.9166666666666661,-6.0,0.5636849227748483
1.0,-6.0,0.5696907402260674
1.083333333333334,-6.0,0.5597823872518286
1.166666666666666,-6.0,0.532094167107493
1.25,-6.0,0.5228440356085313
1.333333333333334,-6.0,0.5476128098122333
1.416666666666667,-6.0,0.5292145196590746
1.5,-6.0,0.5182263105468629
1.583333333333333,-6.0,0.500083280393505
1.666666666666666,-6.0,0.5059204346807886
1.75,-6.0,0.5043746614396591
1.833333333333334,-6.0,0.5365193448644692
1.916666666666666,-6.0,0.5790756905847813
2.0,-6.0,0.599510178457238
2.083333333333334,-6.0,0.6412878602756088
2.166666666666668,-6.0,0.6291737175100532
2.25,-6.0,0.6113630037733869
2.333333333333332,-6.0,0.5808265593219968
2.416666666666666,-6.0,0.5416355532522191
2.5,-6.0,0.5007496268463454
2.583333333333334,-6.0,0.4390606961312292
2.666666666666666,-6.0,0.4148796581775597
2.75,-6.0,0.36458255776438503
2.833333333333334,-6.0,0.28704596773456886
2.916666666666668,-6.0,0.28200550104387245
3.0,-6.0,0.29973162791846797
3.083333333333332,-6.0,0.3010805991010074
3.166666666666666,-6.0,0.30487334780374686
3.25,-6.0,0.30714772625880166
3.333333333333334,-6.0,0.3044127775965248
3.416666666666666,-6.0,0.27618006919054744
3.5,-6.0,0.25102424443131555
3.583333333333334,-6.0,0.28973168645015657
3.666666666666668,-6.0,0.3001661955949958
3.75,-6.0,0.3065936366349909
3.833333333333332,-6.0,0.2985887985867184
3.916666666666666,-6.0,0.2428204365289693
4.0,-6.0,0.22695945980304955
4.083333333333334,-6.0,0.2574422301175662
4.166666666666666,-6.0,0.287666775196966
4.25,-6.0,0.33349136552496655
4.333333333333334,-6.0,0.3401751497780854
4.416666666666668,-6.0,0.4200393484096765
4.5,-6.0,0.4500643936798546
4.583333333333332,-6.0,0.4723681997581767
4.666666666666666,-6.0,0.4495864659727512
4.75,-6.0,0.4358871537593173
4.833333333333334,-6.0,0.44281311526146255
4.916666666666666,-6.0,0.4818985479429832
5.0,-6.0,0.4631970976243536
5.083333333333334,-6.0,0.4961989836189717
5.166666666666668,-6.0,0.5279449497806958
5.25,-6.0,0.5200911418992002
5.333333333333332,-6.0,0.5897476909788033
5.416666666666666,-6.0,0.6015744655022298
5.5,-6.0,0.5639721359931245
5.583333333333334,-6.0,0.5120908555781366
5.666666666666666,-6.0,0.4932521031852674
5.75,-6.0,0.4397892555106149
5.833333333333334,-6.0,0.4469236208736982
5.916666666666668,-6.0,0.42373037079416653
-6.0,-5.916666666666667,0.09354849448470222
-5.916666666666667,-5.916666666666667,0.11643038275274743
-5.833333333333333,-5.916666666666667,0.13277035864873404
-5.75,-5.916666666666667,0.177919799569954
-5.666666666666667,-5.916666666666667,0.20712302957745682
-5.583333333333333,-5.916666666666667,0.2330980597994928
-5.5,-5.916666666666667,0.2325014202245368
-5.416666666666667,-5.916666666666667,0.2525108334232065
-5.333333333333333,-5.916666666666667,0.23335423991103818
-5.25,-5.916666666666667,0.26380816956278147
-5.166666666666667,-5.916666666666667,0.30018039256787
-5.083333333333333,-5.916666666666667,0.37119479877128553
-5.0,-5.916666666666667,0.38559018413306967
-4.916666666666667,-5.916666666666667,0.49721373988105483
-4.833333333333333,-5.916666666666667,0.5128886503144889
-4.75,-5.916666666666667,0.5890242033445433
-4.666666666666667,-5.916666666666667,0.5970520987603086
-4.583333333333334,-5.916666666666667,0.5755775683486293
-4.5,-5.916666666666667,0.5800526745310051
-4.416666666666666,-5.916666666666667,0.5524793298599902
-4.333333333333333,-5.916666666666667,0.5536310743738926
-4.25,-5.916666666666667,0.4468124866956813
-4.166666666666666,-5.916666666666667,0.4163354690499515
-4.083333333333334,-5.916666666666667,0.3634088827812884
-4.0,-5.916666666666667,0.3122842031038178
-3.916666666666667,-5.916666666666667,0.26523433926572376
-3.8333333333333335,-5.916666666666667,0.23988153820114977
-3.75,-5.916666666666667,0.15256270679364092
